forecast_date,target,target_end_date,location,type,quantile,value
2021-11-01,3 day ahead inc hosp,2021-11-04,26,quantile,0.3,245.48790765315465
2021-11-01,4 day ahead inc hosp,2021-11-05,26,quantile,0.3,225.65943217590558
2021-11-01,5 day ahead inc hosp,2021-11-06,26,quantile,0.3,217.31173870843133
2021-11-01,6 day ahead inc hosp,2021-11-07,26,quantile,0.3,234.7200765537075
2021-11-01,7 day ahead inc hosp,2021-11-08,26,quantile,0.3,223.010273773421
2021-11-01,1 day ahead inc hosp,2021-11-02,10,quantile,0.3,15.590147667549543
2021-11-01,2 day ahead inc hosp,2021-11-03,10,quantile,0.3,15.105775052792561
2021-11-01,3 day ahead inc hosp,2021-11-04,10,quantile,0.3,17.616577519174
2021-11-01,4 day ahead inc hosp,2021-11-05,10,quantile,0.3,16.00282629442603
2021-11-01,5 day ahead inc hosp,2021-11-06,10,quantile,0.3,15.47331072772335
2021-11-01,6 day ahead inc hosp,2021-11-07,10,quantile,0.3,16.390466775931763
2021-11-01,7 day ahead inc hosp,2021-11-08,10,quantile,0.3,16.086809132514762
2021-11-01,1 day ahead inc hosp,2021-11-02,35,quantile,0.3,58.066630239771094
2021-11-01,2 day ahead inc hosp,2021-11-03,35,quantile,0.3,54.52690316477824
2021-11-01,3 day ahead inc hosp,2021-11-04,35,quantile,0.3,64.2788586747639
2021-11-01,4 day ahead inc hosp,2021-11-05,35,quantile,0.3,60.19605499795304
2021-11-01,5 day ahead inc hosp,2021-11-06,35,quantile,0.3,56.77818547856674
2021-11-01,6 day ahead inc hosp,2021-11-07,35,quantile,0.3,61.67102512679389
2021-11-01,7 day ahead inc hosp,2021-11-08,35,quantile,0.3,58.19044897638593
2021-11-01,1 day ahead inc hosp,2021-11-02,25,quantile,0.3,71.97705399657556
2021-11-01,2 day ahead inc hosp,2021-11-03,25,quantile,0.3,73.04882746827032
2021-11-01,3 day ahead inc hosp,2021-11-04,25,quantile,0.3,85.80526323401065
2021-11-01,4 day ahead inc hosp,2021-11-05,25,quantile,0.3,75.49485189978236
2021-11-01,5 day ahead inc hosp,2021-11-06,25,quantile,0.3,71.84183530505473
2021-11-01,6 day ahead inc hosp,2021-11-07,25,quantile,0.3,71.30618477119624
2021-11-01,7 day ahead inc hosp,2021-11-08,25,quantile,0.3,77.70581366964734
2021-11-01,1 day ahead inc hosp,2021-11-02,16,quantile,0.3,40.20704272634534
2021-11-01,2 day ahead inc hosp,2021-11-03,16,quantile,0.3,38.602827833654786
2021-11-01,3 day ahead inc hosp,2021-11-04,16,quantile,0.3,41.464469496597296
2021-11-01,4 day ahead inc hosp,2021-11-05,16,quantile,0.3,39.42566897288169
2021-11-01,5 day ahead inc hosp,2021-11-06,16,quantile,0.3,39.93728806228263
2021-11-01,6 day ahead inc hosp,2021-11-07,16,quantile,0.3,42.80331100317026
2021-11-01,7 day ahead inc hosp,2021-11-08,16,quantile,0.3,39.17363200424543
2021-11-01,1 day ahead inc hosp,2021-11-02,28,quantile,0.3,32.212751828655655
2021-11-01,2 day ahead inc hosp,2021-11-03,28,quantile,0.3,32.530283534964965
2021-11-01,3 day ahead inc hosp,2021-11-04,28,quantile,0.3,38.01058287532951
2021-11-01,4 day ahead inc hosp,2021-11-05,28,quantile,0.3,33.66520574696376
2021-11-01,5 day ahead inc hosp,2021-11-06,28,quantile,0.3,31.952549021951185
2021-11-01,6 day ahead inc hosp,2021-11-07,28,quantile,0.3,31.803045677432493
2021-11-01,7 day ahead inc hosp,2021-11-08,28,quantile,0.3,34.47626291341498
2021-11-01,1 day ahead inc hosp,2021-11-02,40,quantile,0.3,70.38729127122582
2021-11-01,2 day ahead inc hosp,2021-11-03,40,quantile,0.3,66.74036400756697
2021-11-01,3 day ahead inc hosp,2021-11-04,40,quantile,0.3,77.48023564360689
2021-11-01,4 day ahead inc hosp,2021-11-05,40,quantile,0.3,73.84620954860326
2021-11-01,5 day ahead inc hosp,2021-11-06,40,quantile,0.3,68.85241943748929
2021-11-01,6 day ahead inc hosp,2021-11-07,40,quantile,0.3,74.1647470667616
2021-11-01,7 day ahead inc hosp,2021-11-08,40,quantile,0.3,70.94991315229579
2021-11-01,1 day ahead inc hosp,2021-11-02,30,quantile,0.3,86.6331993442044
2021-11-01,2 day ahead inc hosp,2021-11-03,30,quantile,0.3,85.31554832752299
2021-11-01,3 day ahead inc hosp,2021-11-04,30,quantile,0.3,79.28451933436439
2021-11-01,4 day ahead inc hosp,2021-11-05,30,quantile,0.3,85.79310974222223
2021-11-01,5 day ahead inc hosp,2021-11-06,30,quantile,0.3,78.73200908640788
2021-11-01,6 day ahead inc hosp,2021-11-07,30,quantile,0.3,74.35168143571254
2021-11-01,7 day ahead inc hosp,2021-11-08,30,quantile,0.3,80.23800777710154
2021-11-01,1 day ahead inc hosp,2021-11-02,20,quantile,0.3,47.030396765409556
2021-11-01,2 day ahead inc hosp,2021-11-03,20,quantile,0.3,45.462290935747355
2021-11-01,3 day ahead inc hosp,2021-11-04,20,quantile,0.3,53.59576866274365
2021-11-01,4 day ahead inc hosp,2021-11-05,20,quantile,0.3,48.70262415836267
2021-11-01,5 day ahead inc hosp,2021-11-06,20,quantile,0.3,46.20063657051815
2021-11-01,6 day ahead inc hosp,2021-11-07,20,quantile,0.3,49.179421262394214
2021-11-01,7 day ahead inc hosp,2021-11-08,20,quantile,0.3,48.89717643731229
2021-11-01,1 day ahead inc hosp,2021-11-02,19,quantile,0.3,59.96614892750046
2021-11-01,2 day ahead inc hosp,2021-11-03,19,quantile,0.3,57.69410199191723
2021-11-01,3 day ahead inc hosp,2021-11-04,19,quantile,0.3,68.65249965092065
2021-11-01,4 day ahead inc hosp,2021-11-05,19,quantile,0.3,61.903555072372505
2021-11-01,5 day ahead inc hosp,2021-11-06,19,quantile,0.3,59.55477627362066
2021-11-01,6 day ahead inc hosp,2021-11-07,19,quantile,0.3,63.71333433852888
2021-11-01,7 day ahead inc hosp,2021-11-08,19,quantile,0.3,62.061103675804034
2021-11-01,1 day ahead inc hosp,2021-11-02,46,quantile,0.3,24.490182704461247
2021-11-01,2 day ahead inc hosp,2021-11-03,46,quantile,0.3,23.12647531889358
2021-11-01,3 day ahead inc hosp,2021-11-04,46,quantile,0.3,26.67101915992705
2021-11-01,4 day ahead inc hosp,2021-11-05,46,quantile,0.3,25.316405739775675
2021-11-01,5 day ahead inc hosp,2021-11-06,46,quantile,0.3,23.994554545148073
2021-11-01,6 day ahead inc hosp,2021-11-07,46,quantile,0.3,25.904635966759358
2021-11-01,7 day ahead inc hosp,2021-11-08,46,quantile,0.3,24.162479441785628
2021-11-01,1 day ahead inc hosp,2021-11-02,22,quantile,0.3,44.70880633272061
2021-11-01,2 day ahead inc hosp,2021-11-03,22,quantile,0.3,45.439593792396565
2021-11-01,3 day ahead inc hosp,2021-11-04,22,quantile,0.3,52.48738916554112
2021-11-01,4 day ahead inc hosp,2021-11-05,22,quantile,0.3,47.16185608553919
2021-11-01,5 day ahead inc hosp,2021-11-06,22,quantile,0.3,44.30966977047283
2021-11-01,6 day ahead inc hosp,2021-11-07,22,quantile,0.3,43.259793515437366
2021-11-01,7 day ahead inc hosp,2021-11-08,22,quantile,0.3,47.821604002805735
2021-11-01,1 day ahead inc hosp,2021-11-02,08,quantile,0.3,180.63293557743864
2021-11-01,2 day ahead inc hosp,2021-11-03,08,quantile,0.3,170.09463338827592
2021-11-01,3 day ahead inc hosp,2021-11-04,08,quantile,0.3,192.8348433046967
2021-11-01,4 day ahead inc hosp,2021-11-05,08,quantile,0.3,185.35769071013502
2021-11-01,5 day ahead inc hosp,2021-11-06,08,quantile,0.3,176.37849888551207
2021-11-01,6 day ahead inc hosp,2021-11-07,08,quantile,0.3,189.5656725805133
2021-11-01,7 day ahead inc hosp,2021-11-08,08,quantile,0.3,176.5380591386612
2021-11-01,1 day ahead inc hosp,2021-11-02,41,quantile,0.3,53.51145458849985
2021-11-01,2 day ahead inc hosp,2021-11-03,41,quantile,0.3,53.302510914828844
2021-11-01,3 day ahead inc hosp,2021-11-04,41,quantile,0.3,62.98295232513732
2021-11-01,4 day ahead inc hosp,2021-11-05,41,quantile,0.3,55.18970760819108
2021-11-01,5 day ahead inc hosp,2021-11-06,41,quantile,0.3,53.27726001946759
2021-11-01,6 day ahead inc hosp,2021-11-07,41,quantile,0.3,54.8811909044592
2021-11-01,7 day ahead inc hosp,2021-11-08,41,quantile,0.3,57.12743936091265
2021-11-01,1 day ahead inc hosp,2021-11-02,09,quantile,0.3,34.69356729349984
2021-11-01,2 day ahead inc hosp,2021-11-03,09,quantile,0.3,35.35404853517823
2021-11-01,3 day ahead inc hosp,2021-11-04,09,quantile,0.3,41.15387480963721
2021-11-01,4 day ahead inc hosp,2021-11-05,09,quantile,0.3,36.647951924928435
2021-11-01,5 day ahead inc hosp,2021-11-06,09,quantile,0.3,34.44672239049664
2021-11-01,6 day ahead inc hosp,2021-11-07,09,quantile,0.3,33.59228845467709
2021-11-01,7 day ahead inc hosp,2021-11-08,09,quantile,0.3,37.218090238114556
2021-11-01,1 day ahead inc hosp,2021-11-02,11,quantile,0.3,8.079986386501162
2021-11-01,2 day ahead inc hosp,2021-11-03,11,quantile,0.3,8.11436848828048
2021-11-01,3 day ahead inc hosp,2021-11-04,11,quantile,0.3,9.61805963987744
2021-11-01,4 day ahead inc hosp,2021-11-05,11,quantile,0.3,8.407720954435401
2021-11-01,5 day ahead inc hosp,2021-11-06,11,quantile,0.3,7.990017190428622
2021-11-01,6 day ahead inc hosp,2021-11-07,11,quantile,0.3,8.043194246109373
2021-11-01,7 day ahead inc hosp,2021-11-08,11,quantile,0.3,8.601263233516853
2021-11-01,1 day ahead inc hosp,2021-11-02,31,quantile,0.3,41.213460174528336
2021-11-01,2 day ahead inc hosp,2021-11-03,31,quantile,0.3,39.401339573542785
2021-11-01,3 day ahead inc hosp,2021-11-04,31,quantile,0.3,49.21853618991182
2021-11-01,4 day ahead inc hosp,2021-11-05,31,quantile,0.3,43.31133413502472
2021-11-01,5 day ahead inc hosp,2021-11-06,31,quantile,0.3,41.120641174337365
2021-11-01,6 day ahead inc hosp,2021-11-07,31,quantile,0.3,44.1406351870739
2021-11-01,7 day ahead inc hosp,2021-11-08,31,quantile,0.3,42.99296449864463
2021-11-01,1 day ahead inc hosp,2021-11-02,49,quantile,0.3,69.88474899772848
2021-11-01,2 day ahead inc hosp,2021-11-03,49,quantile,0.3,66.64979577111092
2021-11-01,3 day ahead inc hosp,2021-11-04,49,quantile,0.3,76.71176849402991
2021-11-01,4 day ahead inc hosp,2021-11-05,49,quantile,0.3,70.75932598841565
2021-11-01,5 day ahead inc hosp,2021-11-06,49,quantile,0.3,69.11616667276375
2021-11-01,6 day ahead inc hosp,2021-11-07,49,quantile,0.3,74.64906092125597
2021-11-01,7 day ahead inc hosp,2021-11-08,49,quantile,0.3,70.69013967985663
2021-11-01,1 day ahead inc hosp,2021-11-02,05,quantile,0.3,38.69422951901214
2021-11-01,2 day ahead inc hosp,2021-11-03,05,quantile,0.3,37.905834511821546
2021-11-01,3 day ahead inc hosp,2021-11-04,05,quantile,0.3,44.932019590744154
2021-11-01,4 day ahead inc hosp,2021-11-05,05,quantile,0.3,40.55913897016859
2021-11-01,5 day ahead inc hosp,2021-11-06,05,quantile,0.3,37.77184757861621
2021-11-01,6 day ahead inc hosp,2021-11-07,05,quantile,0.3,39.23335813136474
2021-11-01,7 day ahead inc hosp,2021-11-08,05,quantile,0.3,40.676526830877506
2021-11-01,1 day ahead inc hosp,2021-11-02,04,quantile,0.3,172.4218220796603
2021-11-01,2 day ahead inc hosp,2021-11-03,04,quantile,0.3,163.78653571682315
2021-11-01,3 day ahead inc hosp,2021-11-04,04,quantile,0.3,194.828448658012
2021-11-01,4 day ahead inc hosp,2021-11-05,04,quantile,0.3,179.14841300279127
2021-11-01,5 day ahead inc hosp,2021-11-06,04,quantile,0.3,170.27072161140086
2021-11-01,6 day ahead inc hosp,2021-11-07,04,quantile,0.3,183.7237902239697
2021-11-01,7 day ahead inc hosp,2021-11-08,04,quantile,0.3,174.33943467269992
2021-11-01,1 day ahead inc hosp,2021-11-02,21,quantile,0.3,98.1635887638691
2021-11-01,2 day ahead inc hosp,2021-11-03,21,quantile,0.3,93.01330893575233
2021-11-01,3 day ahead inc hosp,2021-11-04,21,quantile,0.3,107.79549287137291
2021-11-01,4 day ahead inc hosp,2021-11-05,21,quantile,0.3,101.96687706159442
2021-11-01,5 day ahead inc hosp,2021-11-06,21,quantile,0.3,96.95130905250382
2021-11-01,6 day ahead inc hosp,2021-11-07,21,quantile,0.3,104.35942772571418
2021-11-01,7 day ahead inc hosp,2021-11-08,21,quantile,0.3,97.9071929981739
2021-11-01,1 day ahead inc hosp,2021-11-02,45,quantile,0.3,56.51334577755749
2021-11-01,2 day ahead inc hosp,2021-11-03,45,quantile,0.3,56.14287253901987
2021-11-01,3 day ahead inc hosp,2021-11-04,45,quantile,0.3,65.67474262546985
2021-11-01,4 day ahead inc hosp,2021-11-05,45,quantile,0.3,59.12844980277122
2021-11-01,5 day ahead inc hosp,2021-11-06,45,quantile,0.3,55.83450163413376
2021-11-01,6 day ahead inc hosp,2021-11-07,45,quantile,0.3,56.63920650709121
2021-11-01,7 day ahead inc hosp,2021-11-08,45,quantile,0.3,59.9911168538034
2021-11-01,1 day ahead inc hosp,2021-11-02,17,quantile,0.3,148.78306678115956
2021-11-01,2 day ahead inc hosp,2021-11-03,17,quantile,0.3,149.41073232274726
2021-11-01,3 day ahead inc hosp,2021-11-04,17,quantile,0.3,177.10738216922826
2021-11-01,4 day ahead inc hosp,2021-11-05,17,quantile,0.3,155.24118248388717
2021-11-01,5 day ahead inc hosp,2021-11-06,17,quantile,0.3,147.52846718200828
2021-11-01,6 day ahead inc hosp,2021-11-07,17,quantile,0.3,148.7959200004412
2021-11-01,7 day ahead inc hosp,2021-11-08,17,quantile,0.3,159.18821802939297
2021-11-01,1 day ahead inc hosp,2021-11-02,34,quantile,0.3,95.99555807488248
2021-11-01,2 day ahead inc hosp,2021-11-03,34,quantile,0.3,96.66652968117792
2021-11-01,3 day ahead inc hosp,2021-11-04,34,quantile,0.3,113.79357036585745
2021-11-01,4 day ahead inc hosp,2021-11-05,34,quantile,0.3,101.00826395697784
2021-11-01,5 day ahead inc hosp,2021-11-06,34,quantile,0.3,94.84544513057106
2021-11-01,6 day ahead inc hosp,2021-11-07,34,quantile,0.3,94.7086303354585
2021-11-01,7 day ahead inc hosp,2021-11-08,34,quantile,0.3,102.75902280734563
2021-11-01,1 day ahead inc hosp,2021-11-02,29,quantile,0.3,72.46813789251804
2021-11-01,2 day ahead inc hosp,2021-11-03,29,quantile,0.3,71.99002681951558
2021-11-01,3 day ahead inc hosp,2021-11-04,29,quantile,0.3,85.40304643847219
2021-11-01,4 day ahead inc hosp,2021-11-05,29,quantile,0.3,76.11215580433203
2021-11-01,5 day ahead inc hosp,2021-11-06,29,quantile,0.3,71.18427378514389
2021-11-01,6 day ahead inc hosp,2021-11-07,29,quantile,0.3,72.69075176870969
2021-11-01,7 day ahead inc hosp,2021-11-08,29,quantile,0.3,77.09602475725751
2021-11-01,1 day ahead inc hosp,2021-11-02,54,quantile,0.3,49.967265916314346
2021-11-01,2 day ahead inc hosp,2021-11-03,54,quantile,0.3,47.367168408172894
2021-11-01,3 day ahead inc hosp,2021-11-04,54,quantile,0.3,52.6631567651506
2021-11-01,4 day ahead inc hosp,2021-11-05,54,quantile,0.3,50.80234205321317
2021-11-01,5 day ahead inc hosp,2021-11-06,54,quantile,0.3,49.34410235872568
2021-11-01,6 day ahead inc hosp,2021-11-07,54,quantile,0.3,53.28319727498397
2021-11-01,7 day ahead inc hosp,2021-11-08,54,quantile,0.3,48.79563852572799
2021-11-01,1 day ahead inc hosp,2021-11-02,24,quantile,0.3,67.44145342029259
2021-11-01,2 day ahead inc hosp,2021-11-03,24,quantile,0.3,67.55575197047044
2021-11-01,3 day ahead inc hosp,2021-11-04,24,quantile,0.3,80.03090539438664
2021-11-01,4 day ahead inc hosp,2021-11-05,24,quantile,0.3,70.89162072250375
2021-11-01,5 day ahead inc hosp,2021-11-06,24,quantile,0.3,66.40554941554508
2021-11-01,6 day ahead inc hosp,2021-11-07,24,quantile,0.3,66.88136116691683
2021-11-01,7 day ahead inc hosp,2021-11-08,24,quantile,0.3,71.94653371130268
2021-11-01,1 day ahead inc hosp,2021-11-02,18,quantile,0.3,126.55310498488402
2021-11-01,2 day ahead inc hosp,2021-11-03,18,quantile,0.3,123.26404842512028
2021-11-01,3 day ahead inc hosp,2021-11-04,18,quantile,0.3,145.1793081740835
2021-11-01,4 day ahead inc hosp,2021-11-05,18,quantile,0.3,129.61969040810123
2021-11-01,5 day ahead inc hosp,2021-11-06,18,quantile,0.3,125.4106446972911
2021-11-01,6 day ahead inc hosp,2021-11-07,18,quantile,0.3,132.93471320386308
2021-11-01,7 day ahead inc hosp,2021-11-08,18,quantile,0.3,129.4823668870986
2021-11-01,1 day ahead inc hosp,2021-11-02,51,quantile,0.3,96.8931518215263
2021-11-01,2 day ahead inc hosp,2021-11-03,51,quantile,0.3,96.29923318754844
2021-11-01,3 day ahead inc hosp,2021-11-04,51,quantile,0.3,112.9003253315293
2021-11-01,4 day ahead inc hosp,2021-11-05,51,quantile,0.3,101.37565687943511
2021-11-01,5 day ahead inc hosp,2021-11-06,51,quantile,0.3,95.55469196039053
2021-11-01,6 day ahead inc hosp,2021-11-07,51,quantile,0.3,97.18246514755708
2021-11-01,7 day ahead inc hosp,2021-11-08,51,quantile,0.3,102.94850236474088
2021-11-01,1 day ahead inc hosp,2021-11-02,42,quantile,0.3,252.95525575943978
2021-11-01,2 day ahead inc hosp,2021-11-03,42,quantile,0.3,242.30521924759367
2021-11-01,3 day ahead inc hosp,2021-11-04,42,quantile,0.3,282.03701328547396
2021-11-01,4 day ahead inc hosp,2021-11-05,42,quantile,0.3,260.6264867125315
2021-11-01,5 day ahead inc hosp,2021-11-06,42,quantile,0.3,249.42616321652574
2021-11-01,6 day ahead inc hosp,2021-11-07,42,quantile,0.3,268.1459287390462
2021-11-01,7 day ahead inc hosp,2021-11-08,42,quantile,0.3,256.6086671862433
2021-11-01,1 day ahead inc hosp,2021-11-02,13,quantile,0.3,144.50580870255342
2021-11-01,2 day ahead inc hosp,2021-11-03,13,quantile,0.3,141.04031499319066
2021-11-01,3 day ahead inc hosp,2021-11-04,13,quantile,0.3,167.1599253832873
2021-11-01,4 day ahead inc hosp,2021-11-05,13,quantile,0.3,150.7777211890977
2021-11-01,5 day ahead inc hosp,2021-11-06,13,quantile,0.3,141.49817610264114
2021-11-01,6 day ahead inc hosp,2021-11-07,13,quantile,0.3,147.67575518491043
2021-11-01,7 day ahead inc hosp,2021-11-08,13,quantile,0.3,150.28268063294456
2021-11-01,1 day ahead inc hosp,2021-11-02,48,quantile,0.3,340.0662087600234
2021-11-01,2 day ahead inc hosp,2021-11-03,48,quantile,0.3,334.7671857808699
2021-11-01,3 day ahead inc hosp,2021-11-04,48,quantile,0.3,393.47563772315976
2021-11-01,4 day ahead inc hosp,2021-11-05,48,quantile,0.3,355.9790729495449
2021-11-01,5 day ahead inc hosp,2021-11-06,48,quantile,0.3,333.0214127059699
2021-11-01,6 day ahead inc hosp,2021-11-07,48,quantile,0.3,342.62038056270046
2021-11-01,7 day ahead inc hosp,2021-11-08,48,quantile,0.3,358.1983626815501
2021-11-01,1 day ahead inc hosp,2021-11-02,36,quantile,0.3,206.04869509491954
2021-11-01,2 day ahead inc hosp,2021-11-03,36,quantile,0.3,199.98105898085862
2021-11-01,3 day ahead inc hosp,2021-11-04,36,quantile,0.3,236.0642850802284
2021-11-01,4 day ahead inc hosp,2021-11-05,36,quantile,0.3,212.29915515643876
2021-11-01,5 day ahead inc hosp,2021-11-06,36,quantile,0.3,203.8266769496048
2021-11-01,6 day ahead inc hosp,2021-11-07,36,quantile,0.3,215.928494952685
2021-11-01,7 day ahead inc hosp,2021-11-08,36,quantile,0.3,214.49627834801734
2021-11-01,1 day ahead inc hosp,2021-11-02,53,quantile,0.3,98.99519329581581
2021-11-01,2 day ahead inc hosp,2021-11-03,53,quantile,0.3,98.26404414451046
2021-11-01,3 day ahead inc hosp,2021-11-04,53,quantile,0.3,115.87826752902903
2021-11-01,4 day ahead inc hosp,2021-11-05,53,quantile,0.3,101.8730619884522
2021-11-01,5 day ahead inc hosp,2021-11-06,53,quantile,0.3,98.57467180768649
2021-11-01,6 day ahead inc hosp,2021-11-07,53,quantile,0.3,102.05902243446457
2021-11-01,7 day ahead inc hosp,2021-11-08,53,quantile,0.3,105.4110664843243
2021-11-01,1 day ahead inc hosp,2021-11-02,06,quantile,0.3,433.43261375404455
2021-11-01,2 day ahead inc hosp,2021-11-03,06,quantile,0.3,435.7489029990836
2021-11-01,3 day ahead inc hosp,2021-11-04,06,quantile,0.3,517.3383131304871
2021-11-01,4 day ahead inc hosp,2021-11-05,06,quantile,0.3,458.10630303276434
2021-11-01,5 day ahead inc hosp,2021-11-06,06,quantile,0.3,427.0323870213168
2021-11-01,6 day ahead inc hosp,2021-11-07,06,quantile,0.3,429.44774752616496
2021-11-01,7 day ahead inc hosp,2021-11-08,06,quantile,0.3,465.4929349175051
2021-11-01,1 day ahead inc hosp,2021-11-02,12,quantile,0.3,223.9792128657094
2021-11-01,2 day ahead inc hosp,2021-11-03,12,quantile,0.3,223.0688057168753
2021-11-01,3 day ahead inc hosp,2021-11-04,12,quantile,0.3,260.8857051393021
2021-11-01,4 day ahead inc hosp,2021-11-05,12,quantile,0.3,235.94964829636922
2021-11-01,5 day ahead inc hosp,2021-11-06,12,quantile,0.3,218.91094957540844
2021-11-01,6 day ahead inc hosp,2021-11-07,12,quantile,0.3,220.72227871653806
2021-11-01,7 day ahead inc hosp,2021-11-08,12,quantile,0.3,237.06973616231448
2021-11-01,1 day ahead inc hosp,2021-11-02,39,quantile,0.3,235.466793408621
2021-11-01,2 day ahead inc hosp,2021-11-03,39,quantile,0.3,221.04102304115213
2021-11-01,3 day ahead inc hosp,2021-11-04,39,quantile,0.3,255.05138507807501
2021-11-01,4 day ahead inc hosp,2021-11-05,39,quantile,0.3,245.81214202363026
2021-11-01,5 day ahead inc hosp,2021-11-06,39,quantile,0.3,229.92013539389222
2021-11-01,6 day ahead inc hosp,2021-11-07,39,quantile,0.3,250.1905931619558
2021-11-01,7 day ahead inc hosp,2021-11-08,39,quantile,0.3,236.17353389910906
2021-11-01,1 day ahead inc hosp,2021-11-02,47,quantile,0.3,80.49781019134429
2021-11-01,2 day ahead inc hosp,2021-11-03,47,quantile,0.3,79.55161511724614
2021-11-01,3 day ahead inc hosp,2021-11-04,47,quantile,0.3,93.12708863682387
2021-11-01,4 day ahead inc hosp,2021-11-05,47,quantile,0.3,83.81293513843941
2021-11-01,5 day ahead inc hosp,2021-11-06,47,quantile,0.3,79.38834158168709
2021-11-01,6 day ahead inc hosp,2021-11-07,47,quantile,0.3,81.29379578103531
2021-11-01,7 day ahead inc hosp,2021-11-08,47,quantile,0.3,84.95468442220864
2021-11-01,1 day ahead inc hosp,2021-11-02,27,quantile,0.3,101.02950616949046
2021-11-01,2 day ahead inc hosp,2021-11-03,27,quantile,0.3,98.07789222600917
2021-11-01,3 day ahead inc hosp,2021-11-04,27,quantile,0.3,117.5023680840675
2021-11-01,4 day ahead inc hosp,2021-11-05,27,quantile,0.3,103.179967756884
2021-11-01,5 day ahead inc hosp,2021-11-06,27,quantile,0.3,101.36156273813211
2021-11-01,6 day ahead inc hosp,2021-11-07,27,quantile,0.3,107.71010051262999
2021-11-01,7 day ahead inc hosp,2021-11-08,27,quantile,0.3,106.16489547495631
2021-11-01,1 day ahead inc hosp,2021-11-02,55,quantile,0.3,123.52917418661436
2021-11-01,2 day ahead inc hosp,2021-11-03,55,quantile,0.3,117.86479403602125
2021-11-01,3 day ahead inc hosp,2021-11-04,55,quantile,0.3,136.13567016851482
2021-11-01,4 day ahead inc hosp,2021-11-05,55,quantile,0.3,127.01813999333697
2021-11-01,5 day ahead inc hosp,2021-11-06,55,quantile,0.3,122.54879662347892
2021-11-01,6 day ahead inc hosp,2021-11-07,55,quantile,0.3,131.66529070765475
2021-11-01,7 day ahead inc hosp,2021-11-08,55,quantile,0.3,124.29157233143918
2021-11-01,1 day ahead inc hosp,2021-11-02,01,quantile,0.3,69.72022712714517
2021-11-01,2 day ahead inc hosp,2021-11-03,01,quantile,0.3,69.39313032639329
2021-11-01,3 day ahead inc hosp,2021-11-04,01,quantile,0.3,82.75323064869096
2021-11-01,4 day ahead inc hosp,2021-11-05,01,quantile,0.3,71.981714935398
2021-11-01,5 day ahead inc hosp,2021-11-06,01,quantile,0.3,69.45046147474325
2021-11-01,6 day ahead inc hosp,2021-11-07,01,quantile,0.3,71.84286729949096
2021-11-01,7 day ahead inc hosp,2021-11-08,01,quantile,0.3,74.53881895533642
2021-11-01,1 day ahead inc hosp,2021-11-02,50,quantile,0.35,8.66436624896597
2021-11-01,2 day ahead inc hosp,2021-11-03,50,quantile,0.35,10.104822234725365
2021-11-01,3 day ahead inc hosp,2021-11-04,50,quantile,0.35,10.774066258527162
2021-11-01,4 day ahead inc hosp,2021-11-05,50,quantile,0.35,10.231290798928544
2021-11-01,5 day ahead inc hosp,2021-11-06,50,quantile,0.35,9.579431522881361
2021-11-01,6 day ahead inc hosp,2021-11-07,50,quantile,0.35,9.988026578809915
2021-11-01,7 day ahead inc hosp,2021-11-08,50,quantile,0.35,11.130855988631424
2021-11-01,1 day ahead inc hosp,2021-11-02,56,quantile,0.35,31.371853551300454
2021-11-01,2 day ahead inc hosp,2021-11-03,56,quantile,0.35,30.61975351894379
2021-11-01,3 day ahead inc hosp,2021-11-04,56,quantile,0.35,29.862174608646225
2021-11-01,4 day ahead inc hosp,2021-11-05,56,quantile,0.35,30.98582472189091
2021-11-01,5 day ahead inc hosp,2021-11-06,56,quantile,0.35,29.039754307125325
2021-11-01,6 day ahead inc hosp,2021-11-07,56,quantile,0.35,29.651784628748153
2021-11-01,7 day ahead inc hosp,2021-11-08,56,quantile,0.35,29.1507177381305
2021-11-01,1 day ahead inc hosp,2021-11-02,33,quantile,0.35,18.97322821998819
2021-11-01,2 day ahead inc hosp,2021-11-03,33,quantile,0.35,21.44997230623176
2021-11-01,3 day ahead inc hosp,2021-11-04,33,quantile,0.35,22.973061971927276
2021-11-01,4 day ahead inc hosp,2021-11-05,33,quantile,0.35,22.28354591483616
2021-11-01,5 day ahead inc hosp,2021-11-06,33,quantile,0.35,21.031729047778953
2021-11-01,6 day ahead inc hosp,2021-11-07,33,quantile,0.35,21.720045994122014
2021-11-01,7 day ahead inc hosp,2021-11-08,33,quantile,0.35,24.345676927220364
2021-11-01,1 day ahead inc hosp,2021-11-02,44,quantile,0.35,10.698566468752482
2021-11-01,2 day ahead inc hosp,2021-11-03,44,quantile,0.35,12.276644108734377
2021-11-01,3 day ahead inc hosp,2021-11-04,44,quantile,0.35,13.479867974288524
2021-11-01,4 day ahead inc hosp,2021-11-05,44,quantile,0.35,13.380464424512066
2021-11-01,5 day ahead inc hosp,2021-11-06,44,quantile,0.35,11.975591635665397
2021-11-01,6 day ahead inc hosp,2021-11-07,44,quantile,0.35,12.865422623851018
2021-11-01,7 day ahead inc hosp,2021-11-08,44,quantile,0.35,14.300733067266249
2021-11-01,1 day ahead inc hosp,2021-11-02,32,quantile,0.35,57.95847045016422
2021-11-01,2 day ahead inc hosp,2021-11-03,32,quantile,0.35,64.13910615605614
2021-11-01,3 day ahead inc hosp,2021-11-04,32,quantile,0.35,67.67589205677888
2021-11-01,4 day ahead inc hosp,2021-11-05,32,quantile,0.35,63.33041583208314
