date,location,location_name,hospitalizations,smoothed_hosp,cases,smoothed_cases,spc,sph
2020-08-09,44,Rhode Island,4,7.285714285714286,0,108.14285714285714,1.5970272036016344,0.13410734237669245
2020-08-10,44,Rhode Island,7,6.571428571428571,196,101.35714285714286,1.5566015144187988,0.13118678480181145
2020-08-11,44,Rhode Island,3,6.571428571428571,119,94.85714285714286,1.537045297573213,0.13044034630409004
2020-08-12,44,Rhode Island,6,6.571428571428571,76,94.92857142857143,1.5140672053759854,0.12968555741491705
2020-08-13,44,Rhode Island,10,6.785714285714286,111,92.14285714285714,1.4800375357723599,0.1279612319363828
2020-08-14,44,Rhode Island,10,7.142857142857143,95,93.78571428571429,1.4693312797924776,0.12683372052333838
2020-08-15,44,Rhode Island,4,7.214285714285714,0,93.78571428571429,1.4560089992865788,0.12660903129224002
2020-08-16,44,Rhode Island,4,7.071428571428571,0,93.78571428571429,1.4235501150731333,0.12776204085833504
2020-08-17,44,Rhode Island,6,7.071428571428571,237,94.71428571428571,1.4064808584738218,0.1278363356226756
2020-08-18,44,Rhode Island,10,7.357142857142857,120,93.0,1.3686347142810282,0.12799785345935064
2020-08-19,44,Rhode Island,3,7.071428571428571,103,93.85714285714286,1.3503511509026151,0.12838851225697587
2020-08-20,44,Rhode Island,8,7.285714285714286,76,90.0,1.3329377995057152,0.1278500139176991
2020-08-21,44,Rhode Island,5,6.857142857142857,151,91.71428571428571,1.3073684371840275,0.12776185252280767
2020-08-22,44,Rhode Island,7,6.214285714285714,0,91.71428571428571,1.296835116022575,0.12758679045700003
2020-08-23,44,Rhode Island,5,6.285714285714286,0,91.71428571428571,1.257276042526072,0.12820607566124614
2020-08-24,44,Rhode Island,5,6.142857142857143,280,97.71428571428571,1.2475723589104273,0.13006903060279063
2020-08-25,44,Rhode Island,3,6.142857142857143,70,94.21428571428571,1.2455502052939746,0.13112117892285186
2020-08-26,44,Rhode Island,1,5.785714285714286,82,94.64285714285714,1.2525992244863149,0.13164062865019763
2020-08-27,44,Rhode Island,0,5.071428571428571,135,96.35714285714286,1.2585924188044095,0.13227381279659658
2020-08-28,44,Rhode Island,5,4.714285714285714,94,96.28571428571429,1.2514346171329775,0.13354461838094775
2020-08-29,44,Rhode Island,4,4.714285714285714,0,96.28571428571429,1.256606608976762,0.13405429808848923
2020-08-30,44,Rhode Island,2,4.571428571428571,0,96.28571428571429,1.2694329218827336,0.13321812666988406
2020-08-31,44,Rhode Island,5,4.5,266,98.35714285714286,1.2699962824967905,0.13241444799832996
2020-09-01,44,Rhode Island,2,3.9285714285714284,53,93.57142857142857,1.2742582634020305,0.13243666252967495
2020-09-02,44,Rhode Island,6,4.142857142857143,76,91.64285714285714,1.276044249292828,0.13178968614834455
2020-09-03,44,Rhode Island,3,3.7857142857142856,65,90.85714285714286,1.2790179997092839,0.13137683020818397
2020-09-04,44,Rhode Island,2,3.5714285714285716,100,87.21428571428571,1.2903724284014102,0.13032635472257992
2020-09-05,44,Rhode Island,2,3.2142857142857144,0,87.21428571428571,1.2984720351035648,0.12944932091043526
2020-09-06,44,Rhode Island,0,2.857142857142857,0,87.21428571428571,1.304874379373227,0.12876696236508745
2020-09-07,44,Rhode Island,2,2.642857142857143,0,67.21428571428571,1.290868584099921,0.12556775242999138
2020-09-08,44,Rhode Island,4,2.7142857142857144,349,87.14285714285714,1.2577817570804237,0.12502674641674374
2020-09-09,44,Rhode Island,5,3.0,84,87.28571428571429,1.240098974792073,0.12428785239689052
2020-09-10,44,Rhode Island,3,3.2142857142857144,106,85.21428571428571,1.2232079805134817,0.12384002923805519
2020-09-11,44,Rhode Island,10,3.5714285714285716,123,87.28571428571429,1.2203737153318603,0.12255746710514019
2020-09-12,44,Rhode Island,2,3.4285714285714284,0,87.28571428571429,1.228392025203104,0.12174817255228697
2020-09-13,44,Rhode Island,2,3.4285714285714284,0,87.28571428571429,1.230088882506943,0.120873823264692
2020-09-14,44,Rhode Island,4,3.357142857142857,225,84.35714285714286,1.2298959719927187,0.12062770276416641
2020-09-15,44,Rhode Island,1,3.2857142857142856,120,89.14285714285714,1.2283355482758582,0.11953513259280975
2020-09-16,44,Rhode Island,4,3.142857142857143,108,91.42857142857143,1.2270366373382373,0.11859932046176734
2020-09-17,44,Rhode Island,5,3.2857142857142856,130,96.07142857142857,1.2334548535804486,0.1185606562471278
2020-09-18,44,Rhode Island,3,3.357142857142857,132,98.35714285714286,1.2484590994271774,0.11807688562491343
2020-09-19,44,Rhode Island,4,3.5,0,98.35714285714286,1.2552255865203905,0.11884348156376377
2020-09-20,44,Rhode Island,5,3.857142857142857,0,98.35714285714286,1.2720223688525625,0.11890966481122128
2020-09-21,44,Rhode Island,9,4.357142857142857,312,120.64285714285714,1.2922750490851624,0.11959192346901824
2020-09-22,44,Rhode Island,6,4.5,112,103.71428571428571,1.3336721374734957,0.11906234550787374
2020-09-23,44,Rhode Island,6,4.571428571428571,133,107.21428571428571,1.3501721095350834,0.11874817708383095
2020-09-24,44,Rhode Island,5,4.714285714285714,134,109.21428571428571,1.3861723975139553,0.11808238529365181
2020-09-25,44,Rhode Island,5,4.357142857142857,0,100.42857142857143,1.403437187782935,0.11809942987511603
2020-09-26,44,Rhode Island,4,4.5,0,100.42857142857143,1.4075019963045865,0.11878705349753985
2020-09-27,44,Rhode Island,3,4.571428571428571,0,100.42857142857143,1.4124698067433576,0.11999643002729242
2020-09-28,44,Rhode Island,3,4.5,243,101.71428571428571,1.4255378029775878,0.12085307520911927
2020-09-29,44,Rhode Island,5,4.785714285714286,132,102.57142857142857,1.4422076314475207,0.12243241954960841
2020-09-30,44,Rhode Island,6,4.928571428571429,192,108.57142857142857,1.4541873602673,0.12366333561056178
2020-10-01,44,Rhode Island,11,5.357142857142857,166,111.14285714285714,1.4643130621437859,0.12431597803560548
2020-10-02,44,Rhode Island,3,5.357142857142857,162,113.28571428571429,1.4815909549728548,0.1266753969557517
2020-10-03,44,Rhode Island,3,5.285714285714286,0,113.28571428571429,1.4917994033840893,0.12727776894849674
2020-10-04,44,Rhode Island,5,5.285714285714286,0,113.28571428571429,1.4934814179057996,0.13037248496492385
2020-10-05,44,Rhode Island,13,5.571428571428571,343,115.5,1.5175225669564611,0.13458912111305363
2020-10-06,44,Rhode Island,5,5.5,177,120.14285714285714,1.5356177025339162,0.13686479372424537
2020-10-07,44,Rhode Island,4,5.357142857142857,180,123.5,1.5767675855654832,0.13896818165917255
2020-10-08,44,Rhode Island,13,5.928571428571429,269,133.14285714285714,1.5993021193199646,0.14134729556124667
2020-10-09,44,Rhode Island,6,6.0,249,150.92857142857142,1.6251434694387819,0.14359585223059837
2020-10-10,44,Rhode Island,10,6.428571428571429,0,150.92857142857142,1.6689133497095687,0.14532471753692416
2020-10-11,44,Rhode Island,3,6.428571428571429,0,150.92857142857142,1.7054805128071702,0.1475838296751485
2020-10-12,44,Rhode Island,9,6.857142857142857,0,133.57142857142858,1.7262733347900436,0.1507248897014839
2020-10-13,44,Rhode Island,6,6.928571428571429,666,171.71428571428572,1.7554341228805106,0.15381095395815322
2020-10-14,44,Rhode Island,9,7.142857142857143,204,172.57142857142858,1.8105095741195907,0.15666581626791526
2020-10-15,44,Rhode Island,4,6.642857142857143,274,180.28571428571428,1.8605308096057538,0.1604325942255943
2020-10-16,44,Rhode Island,6,6.857142857142857,253,186.78571428571428,1.913787573776925,0.16293705644132123
2020-10-17,44,Rhode Island,11,7.428571428571429,0,186.78571428571428,1.9521782074350782,0.16597174969727982
2020-10-18,44,Rhode Island,9,7.714285714285714,0,186.78571428571428,2.00125847893497,0.16742152974705657
2020-10-19,44,Rhode Island,10,7.5,656,209.14285714285714,2.071908779138241,0.1691707461423595
2020-10-20,44,Rhode Island,14,8.142857142857142,302,218.07142857142858,2.1081844087224075,0.17220331583848275
2020-10-21,44,Rhode Island,8,8.428571428571429,474,239.07142857142858,2.1415020174858204,0.17537658469999973
2020-10-22,44,Rhode Island,19,8.857142857142858,471,253.5,2.20818428913955,0.17824076318820264
2020-10-23,44,Rhode Island,8,9.0,524,273.14285714285717,2.281032982226029,0.18233018801793277
2020-10-24,44,Rhode Island,4,8.571428571428571,0,273.14285714285717,2.3322023001047314,0.1849367769371164
2020-10-25,44,Rhode Island,6,8.785714285714286,0,273.14285714285717,2.3738033594588193,0.18713700816900933
2020-10-26,44,Rhode Island,13,9.071428571428571,906,337.85714285714283,2.4303868394184556,0.18991509443860047
2020-10-27,44,Rhode Island,18,9.928571428571429,421,320.35714285714283,2.501855111745327,0.19293191925532732
2020-10-28,44,Rhode Island,11,10.071428571428571,499,341.42857142857144,2.5626980905648193,0.1970463335260082
2020-10-29,44,Rhode Island,11,10.571428571428571,368,348.14285714285717,2.6323401021945534,0.19999793046209155
2020-10-30,44,Rhode Island,7,10.642857142857142,562,370.2142857142857,2.708867947505269,0.20314231685991974
2020-10-31,44,Rhode Island,8,10.428571428571429,0,370.2142857142857,2.782894937608328,0.20610333699231764
2020-11-01,44,Rhode Island,6,10.214285714285714,0,370.2142857142857,2.855132281050701,0.20898526984803037
2020-11-02,44,Rhode Island,16,10.642857142857142,1246,412.35714285714283,2.888488280124687,0.2124179232141428
2020-11-03,44,Rhode Island,18,10.928571428571429,423,421.0,3.0150051110665372,0.21647252416402804
2020-11-04,44,Rhode Island,11,11.142857142857142,579,428.5,3.104096431538119,0.2213089221002801
2020-11-05,44,Rhode Island,27,11.714285714285714,628,439.7142857142857,3.211201078294746,0.22675538095949707
2020-11-06,44,Rhode Island,20,12.571428571428571,630,447.2857142857143,3.333136373978471,0.2327883413611121
2020-11-07,44,Rhode Island,20,13.714285714285714,0,447.2857142857143,3.436457715171479,0.2391421984425723
2020-11-08,44,Rhode Island,13,14.214285714285714,0,447.2857142857143,3.588865099079308,0.24522517098545404
2020-11-09,44,Rhode Island,21,14.785714285714286,1629,498.92857142857144,3.7012519194246756,0.2523240591152708
2020-11-10,44,Rhode Island,18,14.785714285714286,789,525.2142857142857,3.818128375879466,0.2603713578069559
2020-11-11,44,Rhode Island,16,15.142857142857142,978,559.4285714285714,3.9717540986226316,0.26789436957088164
